DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
72	Bacitracin	2_검수(1차)	Helps prevent infection in minor cuts, scrapes, and burns.	심하지 않은 찰과상, 열상 및 화상으로 인한 감염을 예방해줍니다.	bacitracin is an effective over-the-counter, first-line infection prevention in minor scrapes, cuts, and burns.	***는 심하지 않은 정도의 찰과상이나 열상, 화상의 상처를 통한 감염을 예방하는데 효과적입니다.	['bacitracin is available OTC and is inexpensive.', 'Works well as a first-line medicine to kill bacteria in minor wounds.']	***는 처방전 없이도 구입할 수 있는 일반의약품이며 저렴하게 구입할 수 있습니다.심하지 않은 상처의 세균 감염을 막아주는데 효과적입니다.	['Cannot be used if you have deep or large wounds.']	깊거나 넓은 흉터가 발생하였을 경우에는 사용할 수 없습니다.환부를 깨끗이 하고 물기를 말린 다음 사용하여야 합니다.	bacitracin is an antibiotic that prevents infection by stopping bacteria from growing and multiplying.	***는 세균이 증식하는 것을 막아 감염이 진행되는 것을 막아주는 항생제입니다.	['Wash your hands before and after using bacitracin.', 'Make sure you clean and dry the affected area before applying bacitracin.', 'Apply a thin layer and rub in gently. You can place a bandage or dressing over the area.', 'Talk to your doctor if your wound gets worse or does not get better after 1 week.']	
73	Baclofen	2_검수(1차)	Relaxes your muscles.	근육을 이완시켜 줍니다.	Lioresal (baclofen) is a first choice treatment for muscle spasticity caused by multiple sclerosis or spinal cord injuries, but it's not recommended for other types of muscle spasms.	***은 다발성경화증 또는 척수손상으로 인한 근육경련에 쓰이는 1차 치료제 이지만 다른 종류의 근육경련에는 추천되지 않습니다.	['A better option for seniors compared to other muscle relaxants since it has fewer side effects than other similar medicines.', 'Lioresal (baclofen) is available as a generic and is a relatively inexpensive medication.']	다른 근이완제에 비해 부작용이 적으므로 고령자에게 추천됩니다.	['Except for specific muscle spasms caused by brain injury or multiple sclerosis, Lioresal (baclofen) is not a recommended medicine.', "If you've been taking Lioresal (baclofen) regularly for a long time, you'll need to get off of it slowly.", 'Lioresal (baclofen) can make you sleepy.', "If you've had a stroke, Lioresal (baclofen) may not work as well, and you're more likely to experience side effects."]	***은 뇌손상이나 다발성 경화증에 의한 근육경련에만 사용됩니다. ***을 지속적으로 장기간 복용해온 경우 복용을 중단해야할 때에는 천천히 복용을 중단해야합니다.졸릴 수 있습니다. 뇌졸중을 겪은적이 있다면 ***의 효과가 떨어질 뿐만 아니라, 부작용이 더 많이 나타날 수 있습니다.	Lioresal (baclofen) is a gamma-aminobutryic acid (GABA) agonist. It's not clear how it works, but GABA is believed to help calm down nerves. Muscle spasms are thought to be started by overactive nerves.	***은 감마아미노부티르산(GABA) 효능제 입니다. 작용기전은 명확하지 않지만 GABA는 신경을 진정시켜, 과활성화된 신경에 의해 일어나는 근육경련에 효과를 나타내는 것으로 보여집니다.	["Lioresal (baclofen) can make you feel very tired or sleepy. Don't drive or do anything that requires concentration until you know how it affects you.", "Don't stop taking Lioresal (baclofen) suddenly without talking to your doctor if you've been on it for a long time. It can be dangerous. Your doctor will help you get off it slowly over time.", 'Avoid drinking alcohol while on Lioresal (baclofen) because it can make you very sleepy or slow your breathing down.']	
74	Beclomethasone	2_검수(1차)	Controls asthma.	천식과 궤양성 대장영을 치료합니다.	Qvar (beclomethasone) is good for controlling and preventing asthma symptoms, but it's not a rescue inhaler and must be taken daily.	분무제나 흡입제 제품은 천식 증상을 완화하고 예방하는데 효과적 입니다. 정제는 활동성 궤양성 대장염 치료에 사용됩니다.	Qvar (beclomethasone) is an inhaled corticosteroid, which is the most effective class of medicines to manage asthma when taken daily.Inhaling Qvar (beclomethasone) has fewer side effects than taking a pill by mouth.Safe for use by children 5 years and older.	매일 투약하였을 때 천식 증상 완화와 치료에 매우 효과적인 흡입용 스테로이드 입니다. 분무제나 흡입제의 경우 경구 복용약 보다 부작용이 적습니다. 5세 이상의 유아에게도 안전하게 사용할 수 있습니다. 궤양성 대장염 치료를 위한 정제는 1일 1회 아침에 복용하면 됩니다.	Can take up to 2 weeks for better control of asthma symptoms and up to 3 to 4 weeks for maximum effects.Can cause fungal infections of the mouth and throat, especially if you don't rinse your mouth after use.	천식 증상 개선 효과가 나타나는데 2주 정도가 소요되며, 최대 효과가 나타나기 위해서는 3-4주가 소요될 수 있습니다. 입안과 목구멍에 진균(곰팡이균) 감염이 생길 수 있으므로 ***의 흡입 후 입을 헹구도록 합니다. ***와 같은 스테로이드는 유소아의 성장을 늦출 수 있으므로 필요한 만큼만 소량으로 투여하는 것이 좋습니다. ***의 장기간 투여는 안압을 높이거나, 녹내장을 악화시키거나, 백내장을 일으킬 수 있으므로 눈에 이상 징후가 나타나면 투여를 중단하고 담당 의사와 상담하도록 합니다. 궤양성 대장염 치료를 위한 경구 복용 정제는 4주 이상 투여가 추천되지 않습니다.	Qvar (beclomethasone) is a corticosteroid. It lowers inflammation in your lungs, which controls asthma and prevents asthma attacks.	코르티코스테로이드로써 폐의 염증을 줄여주어 천식을 완화하고 천식 발작을 예방 합니다.		
75	Bedaquiline	2_검수(1차)	Used to treat active tuberculosis when other medications cannot be used.	활동성 결핵에서 다른 약을 사용할 수 없을 때 사용하는 약입니다.	Sirturo (bedaquiline) is a great addition to tuberculosis regimens but only if your tuberculosis can't be treated with all of the typical tuberculosis drugs.	다른 결핵약이 듣지 않을 때 추가해서 사용할 수 있는 효과적인 약입니다.	['Sirturo (bedaquiline) is the first drug with a new method of treating multi-drug resistant tuberculosis to be developed in over 40 years.', 'After two weeks of taking Sirturo (bedaquiline) each day, you will only need to take it three times a week for the rest of your therapy.']	40세 이상의 다제내성결핵균(여러가지 약에 모두 내성을 갖는) 치료에 사용되는 첫번째 약입니다.처음 2주간 매일 복용한 후, 남은 치료 기간동안 1주일에 3번 복용합니다.	['Sirturo (bedaquiline) should not be taken alone to treat your tuberculosis. You must take it with at least 3 other medications.', 'It is recommended you take Sirturo (bedaquiline) by directly observed therapy or in front of a health worker.', 'Like other tuberculosis drugs, Sirturo (bedaquiline) has to be given for several months in order for it work properly (usually 6 months).', 'A study found an increased risk of death with Sirturo (bedaquiline). You can only take it when the standard tuberculosis treament is not enough to treat you of tuberculosis.', 'Sirturo (bedaquiline) cannot be used for latent (or non-active) tuberculosis or for tuberculosis that has spread outside the lungs.']	결핵 치료를 위해 단독으로 복용해선 안됩니다. 적어도 3개의 다른 약과 함께 복용해야 합니다.다른 약들과 마찬가지로, 약효가 나타나기 위해 몇 개월간 복용해야 합니다. (보통 6개월)***의 복용으로 사망률이 증가한다는 연구결과가 있기 때문에 표준결핵치료법으로 결핵 치료가 충분하지 않을 때만 사용할 수 있습니다.잠복결핵(혹은 비활동성)치료나 폐 밖으로 퍼진 결핵 치료에 사용하지 않습니다.	Sirturo (bedaquiline) works by blocking how the tuberculosis bacteria gets its energy. Without energy, the tuberculosis bacteria eventually dies.	***은 결핵균이 에너지를 얻는 과정을 억제해 효과를 나타냅니다.에너지를 얻지 못한 결핵균은 사멸하게 됩니다.	['Sirturo (bedaquiline) should be swallowed whole with water and taken with food.', 'Sirturo (bedaquiline) must always be taken with other medicines for tuberculosis.', "You must take the full course of your tuberculosis medications to make sure they work. If you stop taking your medications earlier than you're supposed to, your tuberculosis may not be treatable in the future.", 'Avoid alcohol and other other drugs that can harm your liver while taking Sirturo (bedaquiline).']	
76	Benazepril	2_검수(1차)	Lowers blood pressure.	혈압을 낮춰줍니다.	Lotensin (benazepril) is a good blood pressure-lowering medicine that also protects kidney function.	***은 신장보호기능이 있는 효과적인 고혈압약입니다.	['A first-choice blood pressure treatment for many people.', 'Lowers the risk of heart attack and stroke.', 'Protects kidney function, which is especially useful for people with diabetes or mild-to-moderate kidney disease.']	많은 고혈압 환자들에게 1차 치료제로 쓰입니다. 심장마비와 뇌졸중의 위험을 줄여줍니다.신장을 보호해주기 때문에 당뇨나 경증-중등도의 신장질환을 앓고 있는 환자들에게 좋습니다.	['Up to 1 in 10 people can get a dry cough with this medicine. It ranges from a mild tickle in the throat to a persistent hacking cough.', 'Requires a regular blood test to see how the medicine is affecting your body.', "Not safe to use if you're pregnant.", 'This drug interacts with other medications that affect potassium, so it needs to be dosed carefully.']	이 약을 복용하는 동안 10%의 사람들에게 마른 기침 부작용이 나타날 수 있습니다. 목이 간지러운 느낌부터 지속적인 마른 기침까지 다양한 형태로 나타날 수 있습니다.정기적인 혈액검사를 통해 ***이 몸에 미치는 영향을 확인해야 합니다. 임부에게 안전하지 않습니다.칼륨에 영향을 미치는 다른 약물들과 상호작용할 수 있기 때문에 주의해야 합니다.	Lotensin (benazepril) is an angiotensin converting enzyme (ACE) inhibitor. It blocks a chemical that tightens blood vessels. This makes blood vessels relax, which lowers blood pressure and allows more blood and oxygen to get to your heart and other organs.	***은 안지오텐신 변환효소 (ACE) 억제제 입니다. 혈관을 수축시키는 화학물질을 억제함으로써 혈관이 이완되어 혈압이 낮아지고 더 많은 양의 혈액과 산소가 심장 및 다른 장기에 도달할 수 있게 해줍니다.	['Can cause dizziness in the first few days.', "Check your blood pressure 1 week after starting this medicine, and tell your doctor if it doesn't get better.", "Tell your doctor about any tiredness, cough, mouth swelling, or throat irritation that doesn't go away.", 'Requires blood tests to check potassium levels and kidney function.', "Don't take it if you're pregnant."]	
77	Benzocaine	2_검수(1차)	Relieves sore throat and mouth pain.	인후통을 완화시켜줍니다.	Chloraseptic Warming Sore Throat Lozenge (Benzocaine) relieve sore throat pain and don't have many side effects.	***은 인후통을 완화시켜주며 부작용이 적습니다.	['Chloraseptic Warming Sore Throat Lozenge (Benzocaine) are effective at relieving pain in the mouth and throat. They start working right away, so you don’t have to wait long to feel better.', "They're available in a pharmacy without a prescription.", 'Come in a sugar-free form.', 'Available in different flavors, so you have the option of choosing the best-tasting one.']	***은 인후통 완화에 효과적이며 바로 효과가 나타납니다.	['These lozenges don’t cure infections or colds, but they help relieve some of their symptoms.', "Pain relief doesn't last long, so use a new lozenge every 2 hours as needed.", 'Can’t be used for children who are younger than 5 years old.']	***는 감염이나 감기를 치료하진 않으며, 증상만 완화시켜줍니다. 진통효과가 오래가지 않으므로 필요 시 2시간마다 사용해야합니다.	Chloraseptic Warming Sore Throat Lozenge (Benzocaine) contain a local anesthetic. It blocks receptors on nerve endings, which creates a numbing sensation and relieves pain.	***은 신경 말단의 수용체를 막아 감각을 둔화시키며 통증을 완화시켜줍니다.	['Use one lozenge every 2 hours as you need to for sore throat.', 'Since the lozenges could be mistaken for candy and can be a choking hazard, keep these away from children who are younger than 5 years old.', 'If you experience any uncomfortable burning or stinging, stop using Chloraseptic Warming Sore Throat Lozenge (Benzocaine).', 'Let your doctor know if you have an infection and your symptoms don’t get better after a few days.']	
78	Benzonatate	2_검수(1차)	Relieves dry cough.	마른 기침을 완화해줍니다.	Tessalon Perles (benzonatate) can help relieve a dry cough, but it is not the best treatment if you're coughing up mucus.	***은 마른 기침을 완화 해주지만 가래가 있는 기침에는 가장 좋은 약이 아닙니다.	['Tessalon Perles (benzonatate) works quickly (within 15 to 20 minutes) and each pill can last up to 8 hours.', "Tessalon Perles (benzonatate) doesn't have many interactions with other drugs.", "Most people don't get drowsy from Tessalon Perles (benzonatate) so it doesn't interfere with working and driving."]	***은 15~20분내에 빠르게 작용하며 효과가 8시간 까지 지속됩니다. 다른 약물과의 상호작용이 많지 않습니다. 대부분의 사람들에게서 졸음을 일으키지 않기 때문에 일이나 운전을 방해하지 않습니다.	['You might have to take Tessalon Perles (benzonatate) 3 times a day to maintain effectiveness.', 'Not safe for children under age 10 and swallowing even a small amount by accident can be deadly.', 'Tessalon Perles (benzonatate) is not a good option if you have trouble swallowing pills.']	효과를 유지하기 위해 하루에 3번 복용해야 합니다. 10세 미만 어린이에게는 안전하지 않으며 실수로 소량을 삼켰을 경우에도 위험할 수 있습니다. 알약(정제)이므로 알약을 삼키기 어려운 사람에겐 적합하지 않습니다.	Tessalon Perles (benzonatate) is an antitussive. It works on certain nerves in the lungs to stop the urge to cough.	***은 진해제로 폐의 특정 신경에 작용하여 기침하고자 하는 욕구를 완화시켜 줍니다.	["Swallow whole and don't break, chew, or crush the pill because if it melts in your mouth, it can cause numbness and possibly choking.", 'Keep Tessalon Perles (benzonatate) away from children age 10 or younger because accidental overdosing could lead to death.', 'Follow the directions carefully on how to take the medicine. Do not take more than 200 mg at a time or 600 mg total in a day since taking too much Tessalon Perles (benzonatate) can be dangerous.']	
79	Benzoyl Peroxide	2_검수(1차)	Treats acne.	여드름을 치료해줍니다.	Benzac (benzoyl peroxide) is the most effective over-the-counter treatment for mild acne.	***는 가벼운 여드름 치료에 매우 효과적인 일반의약품입니다.	['Available over-the-counter from many brands.', 'Benzac (benzoyl peroxide) comes in many different forms and combinations with other acne products.']	***는 동일한 성분(과산화벤조일)의 다양한 제형의 의약품이 제공되며, 다른 여드름 치료 성분들과의 복합제도 판매되고 있습니다.	["Benzac (benzoyl peroxide) increases your skin's sensitivity to the sun and may also cause dryness or stinging.", 'Be careful when applying Benzac (benzoyl peroxide) to large areas since it can bleach hair, clothing, and pillow cases upon contact.', 'Benzac (benzoyl peroxide) needs to be combined with other medications to effectively treat severe acne.']	피부가 햇빛에 민감해지며, 이로 인해 건조함 혹은 찔리는 듯한 통증이 부작용으로 나타날 수 있습니다.머리카락, 의류, 그리고 베개커버 등을 표백시킬 수 있으므로 특히 넓은 면적에 바를 경우 주의가 필요합니다.심한 여드름을 치료하기 위해선 다른 의약품과 함께 사용되어야 합니다.	Benzac (benzoyl peroxide) kills the most common bacteria that cause acne.	***의 성분인 과산화벤조일은 가장 흔하게 여드름을 일으키는 세균을 죽여 여드름을 치료 해줍니다.	['Wash your hands before and after use.', 'When using the soap or cleanser formulation, apply to the affected area twice a day. Using more than twice a day can irritate your skin.', 'When using the gel or cream formulation, apply a thin layer on the affected area. You may put on moisturizer or makeup once Benzac (benzoyl peroxide) has dried.', 'Benzac (benzoyl peroxide) can make your skin more sensitive to sunlight. Make sure to wear sunscreen and protective clothing when going out. Avoid excessive sun exposure and tanning beds.', 'You should shake the foam and lotion every time you use it. The foam product will need to be primed before you first use it.', 'Let your doctor about any signs of dryness, peeling, or rashes on your skin.']	
80	Benzydamine			입의 염증 및 통증을 완화시켜줍니다.		구강 질환에 의한 통증 및 염증을 줄여주는 가글액으로, 삼키지 않도록 주의해야 합니다.		구내염, 잇몸염증부터 발치시 염증 예방까지 구강 염증 및 통증의 완화에 효과적입니다.가글액이기 때문에 사용법이 편리하며 빠른 작용을 보여줍니다.		가글액이기 때문에 삼키지 않도록 주의해야 합니다.과량 혹은 너무 오랜 시간동안 가글할 경우 부작용이 나타날 수 있기 때문에 가글 중에 주의가 필요합니다.속쓰림부터 궤양까지 다양한 소화성 부작용들이 유발될 수 있기 때문에 공복에서의 사용를 피해야 합니다.임산부 및 고령자분들은 사용을 가급적 피해야 합니다.고혈압 및 심부전 등이 나타날 수 있기 때문에 심혈관계에 문제가 있는 환자의 경우 주의해야 합니다.		***는 비스테로이드성 비스테로이드성 소염진통제(NSAIDs) 입니다. 이 약은 염증이 진행되는 과정을 막아 그로 인한 통증, 붓기, 그리고 열을 줄여줍니다.		
81	Bepotastine	2_검수(1차)	Relieves itching from eye allergies.	눈 알러지로 인한 가려움증을 완화시켜 줍니다.	Bepreve (bepotastine) is good for reducing itching and redness in the eyes, but there is no generic available so may be expensive.	***는 눈의 충혈과 가려움증을 효과적으로 완화시켜줍니다.	['Bepreve (bepotastine) effectively treats itchy and red eyes.', "It's generally tolerated well and doesn't have many side effects as it's used in the eye.", 'Not recommended for children younger than2 years of age.', 'Only has to be used twice daily.']	*** 는 눈의 충혈과 가려움증에 효과적입니다.내약성이 좋고 눈에 사용시에는 부작용이 적습니다.2살 미만 어린이에게는 권장되지 않습니다.하루에 2번만 사용 해야합니다.	['Requires a prescription unlike many alternatives available over the counter.']	전문약이므로 처방이 필요합니다.	Bepreve (bepotastine) blocks the histamine receptor and stops the release of histamine from immune cells. Histamines are released during an allergic reaction, causing swelling, itching, and irritation.	"*** 는 히스타민 수용체를 막고, 면역세포로 부터 히스타민이 방출되지 않도록 합니다. 히스타민은 알레르기 과정에서 방출되며 부종, 가려움, 자극을 일으킵니다.	['Use one drop in the affected eye twice daily. Wash your hands before putting Bepreve (bepotastine) drops into your eyes.', "Don't touch the container tip with your hands or to other surfaces.", "Remove your contact lenses before using Bepreve (bepotastine). Lenses can be put back in 10 minutes after the drops are used. Don't re-use contacts if your eyes are irritated or infected.", 'After putting a drop into the eye, press one finger to the inner corner of eye, by the nose, and press lightly for 1 to 2 minutes to keep the medicine in your eye.', 'When administering medication, tilt your head back and drop medicine into the eye.', 'If you miss a dose, take it as soon as you remember. However, if it close to the time of your next dose, skip the missed dose and continue your normal scheduled regimen.']	
82	Besifloxacin	2_검수(1차)	Treats eye infections like pink eye.	결막염과 같은 눈의 감염증을 치료해줍니다.	Besivance (besifloxacin) effectively treats pink eye, especially more severe cases, but will cost more because no generic is currently available.	심각한 결막염의 치료에 효과적 입니다.	['Besivance (besifloxacin) effectively treats bacterial eye infections like pink eye, and is often chosen for more serious cases.', 'Less frequent applications make Besivance (besifloxacin) more convenient to use than similar medicines.', 'Has fewer side effects compared to alternative oral medications since Besivance (besifloxacin) is applied directly to the eyes.']	결막염과 같은 안구 세균 감염증의 치료에 효과가 좋으며 그 정도가 심할 경우 자주 사용됩니다.투약 횟수가 적기 때문에 다른 점안제에 비해 편리합니다.눈에 직접적으로 작용하기 때문에 먹는 약에 비해 다른 기관의 부작용이 적습니다.	['Application of Besivance (besifloxacin) can temporarily irritate the eyes.', 'Using eye drops may be harder for some people compared to taking a pill.']	일시적으로 눈에 자극이 발생할 수 있습니다점안제이기 때문에 일부 환자들에게는 먹는 약보다 불편하게 느껴질 수 있습니다.	Besivance (besifloxacin) is a quinolone antibiotic.  It stops bacterial infections by preventing essential cellular functions, like copying DNA, which stops bacteria from reproducing.	퀴놀론계 항생제로써, DNA 복사 등 세균의 증식에 핵심적인 과정들을 방해합니다.	['Invert the closed bottle and shake once before each use.  Remove cap while the bottle is still inverted and the squeeze out drops.', 'After putting a drop into the eye, press one finger to the inner corner of eye, by the nose, and press lightly for 1 minute to keep the medicine in your eye.', "Use Besivance (besifloxacin) at the same time every day as instructed. Don't stop early or skip doses even if your symptoms have improved.", 'Wash your hands before applying Besivance (besifloxacin) to your eyes.', "Don't touch the container tip with your hands or to other surfaces.", 'Take out contact lenses before using Besivance (besifloxacin). Check with your doctor to see when you can put them back in after using Besivance (besifloxacin).']	
83	Betamethasone/Clotrimazole/Gentamicin			피부염의 증상을 완화시켜주며 감염을 예방해줍니다.		알레르기성 피부염의 증상을 완화시켜주며 감염을 예방해주는 크림제제로, 스테로이드 강도가 높은 편입니다.		피부의 염증을 줄여주는 스테로이드와 항진균제 및 항생제의 복합약으로, 감염으로 인한 피부염에 효과적입니다.단기간에 빠른 효과를 기대할 수 있습니다.1일 2회 도포만으로 효과를 볼 수 있습니다.		피부염에 사용되는 크림제제 중 스테로이드의 강도가 강력하여 피부 자극 등의 부작용이 빈번히 나타날 수 있습니다.바르기 전후 손을 씼어야 하며 눈에 들어가지 않도록 조심하여야 합니다.아토피성 피부염 등의 치료를 위해 장기사용 시 여드름, 피부위축 등이 나타날 수 있으며 면역억제 작용으로 인해 2차 감염이 발생할 수 있습니다.임부 및 수유부 환자분들께서는 사용 시 장기간, 대량 사용을 피해야 합니다.		***는 피부의 염증을 줄여주는 스테로이드 성분과 감염을 치료해주는 항진균제, 항생제 성분을 합친 크림약입니다.		
84	Betamethasone/D-Chlorpheniramine			다양한 알레르기 증상을 완화합니다.		다양한 알레르기 증상을 완화시켜주고 경우에 따라 전문가와 상의 후 소아에게 투여할 수 있으나 함부로 장기간 연용하면 안됩니다.		천식, 알레르기성 비염, 결막염 및 피부질환(두드러기, 아토피, 습진 등)의 증상을 완화시킵니다.의사와 상의 후 용량을 조절하여 소아에게 투여할 수 있습니다.		졸릴 수 있으므로 운전 및 기계 조작에 주의합니다.위장장애가 생길 수 있습니다.결핵, 고혈압, 당뇨 등 기존 질환이 있는 경우 의사와 상의 후 복용해야 합니다.감염에 취약해질 수 있으므로 주의해야 하고 의사와의 상의 없이 백신을 투여하면 안됩니다.의사와 상의없이 오랜기간 연속해서 사용하면 안됩니다.녹내장을 앓고 있거나 병력이 있는 환자는 의사와 상의해야 합니다.		***는 스테로이드약인 베타메타손과 항히스타민약인 D-클로르페니라민의 복합약입니다. 베타메타손은 염증반응을 억제하고 D-클로르페니라민은 알러지 반응을 일으키는 히스타민의 작용을 억제합니다. 		
85	Betamethasone/Gentamicin			세균 감염의 위험이 있는 다양한 피부질환 증상(알레르기, 접촉성피부염, 아토피, 습진 등)을 완화시켜 줍니다.		다양한 피부 질환을 치료하는 외용제(바르는 약)로 의사의 지시 없이 환부를 밀폐시키면 안되며 장기간 사용하지 않습니다.		임산부에 대한 안정성이 확립되지 않았으나 증상에 따라 의사의 지시하에 사용할 수 있습니다.의사와 상담 후 소아에게 사용할 수 있습니다.		의사의 지시 없이 환부를 붕대 등으로 밀폐시키면 안 됩니다.오랫동안 연속해서 사용하면 피부 부작용이 나타날 수 있으므로 의사가 정해준 치료기간 동안에만 사용합니다.입주위피부염, 일반 여드름에는 사용하지 않도록 하고 눈에 들어가지 않도록 주의합니다.일시적인 자극감이 나타날 수 있습니다.		***는 스테로이드약인 베타메타손과 항생제인 젠타마이신의 복합약입니다. 베타메타손은 염증 증상을 완화시켜주며 젠타마이신은 세균에 의한 2차 감염을 치료하거나 예방합니다.		
86	Betaxolol	2_검수(1차)	lowers eye pressure	안압을 낮춰줍니다.	An effective control of high pressure within the eye when used alone or with other eye medications. Lowering eye pressure back to normal can prevent the onset of glaucoma.	단독으로 사용하거나 다른 안약과 병용하여 높은 안압을 조절하는데 효과적으로 작용합니다. 안압을 정상으로 낮추면 녹내장 발병을 예방할 수 있습니다.	['betaxolol may be used with other eye drops to control high pressure within the eye.', 'If caught in time the reduction of pressure in the eye can prevent the onset of glaucoma.']	높은 안압을 조절하기 위해 다른 안약과 함께 사용될 수 있습니다. 적절한 시점에 안압을 낮추면 녹내장 발병을 예방할 수 있습니다.	['betaxolol may cause blurred vision, short term.', 'It is generally not used if you have asthma, COPD or other lung conditions.', 'It is generally not used if you have a slow heart rate or other heart conditions.', 'There are more side effects than many other eye medications.']	***은 시야흐림을 단기간 유발할 수 있습니다. 천식, 만성 폐쇄성 폐질환 또는 기타 폐질환이 있는경우 일반적으로 사용되지 않습니다. 심박수가 느리거나 다른 심장질환이 있는경우 일반적으로 사용되지 않습니다.다른 안약보다 많은 부작용이 있습니다.	betaxolol decreases the rate that fluids enter the eye.	***은 안구내 방수 유입을 억제해줍니다.	['Wash hands before putting drops in eyes.', 'Do not touch the dropper tip to your eye or hands.', 'If you wear contacts remove them and wait 15 minutes, after putting the drop in eye, to replace them.', 'After instilling drops in the eye, press one finger to the inner corner of eye, by the nose, and press lightly for 1 minute.']	
87	Bevacizumab	2_검수(1차)	Treats several types of cancers.	특정암을 치료하는 항암제입니다.	Avastin (bevacizumab) is an effective, first-line option when used together with other medicines for certain types of cancers, but it has to be given in a clinic or hospital and it has many severe side effects.	***은 특정 종류의 암들을 치료하는데 다른 약물과 함께 병용하여 쓰이는 효과적인 1차 항암제입니다. 심각한 부작용이 나타날 수 있으므로 병원에서 투여받아야 합니다.	['In studies, taking Avastin (bevacizumab) extended lives in the treatment of different types of cancers compared to people not taking Avastin (bevacizumab).', 'The first drug in its class to be approved by the FDA that was shown to slow tumor growth and extend lives.', 'Treats certain types of brain, cervical, colorectal, lung, and kidney cancers.', 'Avastin (bevacizumab) is first-choice treatment for lung cancer (NSCLC) and colorectal cancer (metastatic, taken with chemotherapy), and second-choice treatment for other cancers.', 'Avastin (bevacizumab) is typically given every 2 to 3 weeks and can be given along with other chemotherapy during the same visit.']	다양한 종류의 암들을 대상으로 하는 임상연구들에서 ***을 복용하였을 경우 생존율이 증가했습니다. 암세포의 성장을 늦추고 생명을 연장시키는 효능으로 같은 계열 약물들 중 최초로 FDA에 의해 승인받았습니다. 뇌, 자궁경부, 대장, 폐, 신장암등에 사용됩니다.  ***은 비소세포성폐암 (NSCLC)에 1차 치료제로, 전이성 대장암에는 화학항암제와 함께 1차 치료제로 사용되며, 다른 암들에는 2차 치료제로 사용됩니다.***은 일반적으로 2주 또는 3주에 한번씩 투여받으며, 다른 화학항암제와 함께 투여받을 수 있습니다.	['If you have heart or kidney problems, Avastin (bevacizumab) may increase your risk of side effects.', "It may take longer for you to heal. Avastin (bevacizumab) shouldn't be used for 28 days before and after surgery.", 'Avastin (bevacizumab) can cause blood clots and bleeding.', "Avastin (bevacizumab) in some cases can damage the ovaries. Talk to your doctor before starting Avastin (bevacizumab) if you're pregnant or planning for pregnancy.", "There's no generic available so it can be expensive."]	심장니나 신장질환을 앓고 있다면 ***의 사용은 부작용 위험성이 증가합니다.  *** 을 투여하면 상처 치유 속도가 줄어들기 때문에 수술 전 후 28일 동안에는 피해야합니다.   ***은 혈전과 출혈을 일으킬 수 있습니다.  ***은 난소 손상을 일으킬 수도 있습니다. 따라서 임신중이거나 임신계획이 있다면 반드시 의사와 상의하십시오.	Avastin (bevacizumab) is a monoclonal antibody. It cuts the blood supply to tumors and stops the growth of cancer.	***은 단일클론성 항체로 암세포의 혈액공급을 차단해 암세포의 성장을 억제합니다.	['Avastin (bevacizumab) can increase your risk of getting a blood clot. Call your doctor or go to the emergency room right away if you have chest pain or pressure, coughing up blood, shortness of breath, trouble speaking or swallowing, or swelling/warmth/numbness/color change/pain in a leg or arm.', "You can get serious bleeding while you're taking Avastin (bevacizumab). Go to the emergency room right away if you have unusual bleeding or bleeding that doesn't stop easily (including coughing up blood, black stools, bloody urine, nosebleed, or vaginal bleeding).", 'You and your partner should use birth control during treatment and for 6 months after the final dose of Avastin (bevacizumab).', 'Avastin (bevacizumab) can increase chances of infection. Talk to your doctor right away if you have a fever, chills, flu-like signs, bad sore throat, ear or sinus pain, cough, increased sputum or change in color, pain with passing urine, mouth sores, or a wound that will not heal. Talk with your doctor before getting any vaccines.']	
