DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
165	Clobetasol	2_검수(1차)	Helps with inflamed and itchy skin.	피부의 간지러움과 염증을 해소해줍니다.	Clobex (clobetasol) is a very strong topical medication that is effective for treating certain skin disorders and psoriasis, but it's expensive and should only be used for a maximum of 2 weeks at a time.	특정 피부병(습진 등)이나 건선에 사용되는 매우 강력한 국소제제입니다. 2주 이상 사용해선 안됩니다.		습진, 피부 염증, 손/발바닥 농포증과 같은 피부질환과 건선에 효과적인 매우 강력한 국소 스테로이드제 입니다.연고, 크림, 샴푸 등 다양한 제형으로 제공되어 다양한 신체 부위에 적용을 편리하게 할 수 있습니다. 과량을 사용하지 않도록 주의하고 2주 이상 연속으로 사용하지 않는다면, 경구 복용에 비해 부작용이 적습니다.		한번에 2주 이상 연속으로 사용하면 피부가 얇아지거나 혈당 상승등의 부작용이 나타날 수 있습니다.얼굴, 겨드랑이, 사타구니에 사용하면 안전하지 않습니다. 18세 미만 소아에게는 투여가 권장되지 않습니다.	Clobex (clobetasol) is a topical corticosteroid. It helps treat skin disorders by reducing inflammation, redness, and itchiness.	염증과 피부의 울긋불긋함, 간지러움을 줄여주어 피부 질환 치료에 도움을 주는 국소 스테로이드 제제입니다.		
166	Clocortolone	2_검수(1차)	Treats skin irritation and skin rashes.	피부 자극 및 발진을 치료합니다.	Cloderm (clocortolone) is a medium strength topical medication that helps treat skin irritations and skin rashes, and comes in many easy-to-use formulations.	***은 피부 자극 및 발진을 치료하는 중간 강도의 국소 외용제이며 다양한 제형이 있습니다.		단기간 사용시 대부분의 사람들에게 부작용이 적고 내약성이 좋습니다. 성인과 어린이 모두에게 안전하며 효과적입니다.중간 강도이므로 대부분의 염증성 피부 질환을 치료할 수 있으며 부작용이 적습니다.		면역력이 약하다면 ***보다 비스테로이드성 제제가 더 좋습니다. 장기간 사용시 피부가 얇아지고 혈당이 높아질 수 있습니다.	Cloderm (clocortolone) is a medium strength topical corticosteroid. It helps treat skin disorders by stopping the immune system from causing inflammation, redness, pain, and itch.	***은 중간 강도의 국소 스테로이드제제입니다. 면역시스템이 염증, 발적, 통증, 가려움을 일으키는것을 억제하여 피부 질환을 치료해줍니다.		
167	Clomipramine	2_검수(1차)	Helps control obsessive or compulsive behaviors.	강박장애를 진정 해줍니다.	Anafranil (clomipramine) effectively treats obsessive-compulsive disorder (OCD), but has potentially intolerable side effects.	강박장애를 효과적으로 진정 시켜주지만 견디기 힘든 부작용을 일으킬 수 있습니다.		수면을 도와줍니다. 다른 약물에 비해 심장 관련 문제를 일으킬 가능성이 낮습니다. 어린이에게도 안전합니다.		다른 강박장애 치료제에 비해 부작용을 일으킬 가능성이 더 높습니다. 남성의 성기능에 영향을 줄 수 있습니다. 졸도 및 낙상을 일으킬 수 있으므로 고령자에게 추천되지 않습니다.	Anafranil (clomipramine) is a tricyclic antidepressant (TCA). It treats obsessive-compulsive disorder (OCD) by affecting the levels of serotonin and norepinephrine in your brain.	삼환계 항우울제입니다. 뇌의 세로토닌과 노르에피네프린 수치를 조절하여 강박장애를 치료 해줍니다.		
168	Clonazepam	2_검수(1차)	Controls seizures and helps panic attacks.	발작을 조절해주고 공황발작을 완화해줍니다.	Klonopin (clonazepam) can be used for immediate relief of panic attacks and seizures, but is not intended for long-term management.	***은 공황발작이나 발작의 즉각적인 완화를 위하여 사용 되지만 장기간 치료에는 쓰이지 않습니다.		***을 복용한 사람들은 복용하지 않은 사람들 보다 공황 발작이 적게 일어났습니다. ***은 한 시간내에 빠르게 작용합니다. 공황 장애 치료를 위해 다른 항우울제와 병용할 수 있습니다. ***은 다른 유사약물 보다 지속시간이 더 길고,  금단 증상이 덜 심각합니다.		***은 기억력 문제, 졸음, 현기증, 혼란등을 일으킬 수 있습니다. 습관성을 일으킬 수 있기때문에 장기간 사용되지 않습니다. 동일한 효과를 얻기 위해 시간이 지날수록 ***의 용량을 더 높여야 할 수 있습니다.	Klonopin (clonazepam) is a fast-acting benzodiazepine. It relaxes your emotions and muscles by affecting chemicals in the brain.	***은 속효성 벤조디아제핀입니다. 뇌의 화학물질에 영향을 줘서 기분을 개선하고, 근육을 이완시킵니다.		
169	Clonidine	2_검수(1차)	Lowers blood pressure.	혈압을 낮춰줍니다.	Catapres (Clonidine) is a good addition if you need more than one medicine to control your blood pressure, but it has a lot of side effects. You can't miss doses.	혈압을 낮추기 위해 한가지 이상의 약물이 필요할때 사용되는 추가약제입니다. 부작용이 많이 나타날 수 있습니다. 잊지말고 규칙적으로 복용해야 합니다.		기존에 복용하던 고혈압약으로 혈압조절이 충분하지 않을때 추가적으로 사용되는 고혈압약입니다. 뇌에 작용하기때문에 특정 신경질환이나 정신질환에 도움이 될 수 있습니다.		뇌에 직접 작용하기 때문에 다른 고혈압 약에 비해 부작용이 더 많습니다.졸림, 어지러움, 구강건조등의 부작용이 나타날 수 있습니다.복용을 잊어선 안됩니다. 갑자기 *** 복용을 멈추면 반동으로 혈압이 급격히 상승할 수 있어 심장마비 및 뇌졸중의 위험이 높아집니다.	Catapres (Clonidine) is an alpha-2 agonist. It works in the brain to tell your blood vessels to relax, and it lowers the activity of certain stress hormones. This lowers blood pressure.	***은 알파-2 효능제입니다. 뇌에 작용하여 혈관을 이완 시키도록 명령하고 특정 스트레스 호르몬의 활성을 감소 시킴으로써 혈압을 낮춥니다.		
170	Clopidogrel	2_검수(1차)	Prevents blood clots.	혈전 생성을 예방 해줍니다.	Plavix (clopidogrel) is a cheap, generically available blood thinner that protects you from clots after you've had a heart attack or surgery.	*** 은 심장마비나 수술 이후에 혈전이 생성되는것을 억제해주는 항혈소판제입니다.		***은 뇌졸중이나 심장마비의 위험을 낮춰줍니다. 하루에 한 번만 복용하면 됩니다.유전자 검사를 통해 ***이 본인에게 효과적인지 판단 할 수 있습니다.		심각하고 생명을 위협할 수 있는 출혈과 멍이 생길 위험을 증가시킵니다.다른 약물이나 영양제와 함께 복용하는 것이 안전하지 않을 수 있습니다. 과량의 ***을 복용해 출혈이 일어나면 출혈을 멈추기 위해 혈장 수혈이 필요합니다.	Plavix (clopidogrel) is an antiplatelet blood thinner. It stops platelets in your blood from clumping together which makes it harder for them to form clots.	***은 항혈소판제입니다. 혈소판이 뭉치는것을 막아 혈전이 생성되는것을 억제해줍니다.		
171	Clorazepate	2_검수(1차)	Treats alcohol withdrawal and controls partial seizures and anxiety.	알코올 금단증상을 치료하고 부분발작이나 불안증을 조절해줍니다.	While Tranxene (clorazepate) can be used to control seizures and anxiety, it's not popular because of its potential for addiction and withdrawal seizures.	***은 발작과 불안을 조절하는데 사용됩니다. 중독 가능성과 금단증상으로 인한 발작이 일어날수 있으므로 선호되는 약은 아닙니다.		***은 불안과 알코올 금단증상을 조절하는데 빠르게 작용하는 약입니다. 다양한 종류의 발작 치료에 사용할 수 있습니다.		***은 중독 위험성 때문에 불안이나 발작에 쓰이는 1차 치료제가 아닙니다.***을 복용하다가 멈추고 싶을 경우에 갑자기 복용을 중지하면 금단현상이 나타날 수 있으므로 점차적으로 용량을 줄이면서 끊어야 합니다.간질환을 앓고 있다면, ***이 체내에서 빠져나가는데 더 오래 걸릴 수 있습니다.	Tranxene (clorazepate) increases a chemical in the brain that controls seizures, anxiety, and the body's reaction to alcohol withdrawal.	***은 발작, 불안 그리고 알코올 금단 증상을 조절하는 뇌의 화학물질을 증가시킵니다.		
172	Clotiazepam			불안, 긴장, 우울 등을 치료하는 신경안정제입니다.		***는 수면장애, 불안, 우울 등을 치료하지만 습관성이 있으므로 전문가가 정한 용량을 지켜 복용해야 합니다.		수면장애, 수전증, 마취 전 투약에도 사용합니다.		이 약을 복용하는 동안에는 금주합니다.습관성이 있으므로 의사의 지시 없이 용량을 늘리거나 다른 수면제, 안정제를 함께 복용하지 않습니다.졸음이 올 수 있으므로 운전 등에 주의합니다.장기간 투여하다가 투약을 중단할 경우 처방에 따라 점진적으로 감량합니다.우울증에 단독투여할 경우 자살경향이 증가할 수 있으므로 주의합니다.		***는 벤조디아제핀계 약물입니다. 이 약물들은 뇌에서 불안감을 느끼게 하는 물질을 줄이고 우울함을 줄여주는 물질을 도와 효과를 나타냅니다.		
173	Clozapine	2_검수(1차)	Helps control your thoughts and actions.	생각과 행동 조절을 도와줍니다.	Clozaril (clozapine) treats schizophrenia when other drugs haven't worked, but you'll have to get regular blood work done because it can have very serious side effects.	***은 다른 약물이 효과가 없을때 사용되는 조현병 치료제입니다. 매우 심각한 부작용을 일으킬 수 있으므로 정기적인 혈액검사를 받아야합니다.		연구 결과 따르면 다른 약물에 실패한 조현병 환자 치료에 ***이 효과적이었으며, 자살 충동 위험을 줄여주었습니다. 다른 항정신병약과 비교해 움직임 장애를 일으킬 위험성이 가장 적습니다. 다른 약물보다 임부가 사용하기에 안전합니다.		처방을 받을때마다 혈액검사를 받아야합니다. ***을 복용하는동안 음주량을 줄여야 합니다. ***은 고혈당, 고콜레스테롤, 체중 증가를 일으킬수 있습니다. 발작 병력이 있는 환자에게는 추천되지 않습니다.	Clozaril (clozapine) is an atypical antipsychotic. It changes dopamine and serotonin activity in your brain, which affect thoughts and mood.	***은 비정형 항정신병약입니다. 생각과 기분에 영향을 주는 뇌의 도파민과 세로토닌 활성을 조절하는 조현병 치료제 입니다.		
174	Cobicistat	2_검수(1차)	Works with other medicines to treat HIV infection.	다른 약들과 함께HIV 치료를 위해 사용됩니다.	Tybost (cobicistat) is used because it can strengthen the effect of some HIV medicines while stopping side effects, but it can't be used with all HIV medicines.	***은 일부 HIV 약의 효과는 증가시켜주고 부작용은 막아주지만, 모든 HIV약과 함께 사용될 수는 없습니다.		HIV 치료를 위해 다른 HIV약들과 병용하는 일차 선택약입니다. 젠보야, 스트리빌드와 같은 약과 함께 하루 한 번 복용합니다.신장이나 간 기능에 따른 용량 조절이 필요하지 않습니다.		*** 자체로는 HIV에 대한 효과가 없습니다. 반드시 다른 HIV 치료제들과 함께 사용돼야 합니다.다른 많은 약들과의 상호작용이 있습니다.콜레스테롤 수치를 높일 수 있습니다.아타자나비어(Atazanavir)나 하루 한 번의 다루나비르(Aarunavir)의 성분 치료제와 함께 사용해야 합니다. 다른 프로테아제 억제제와 함께 사용할 수 없습니다.	Tybost (cobicistat) strengthens the effect of other HIV medicines called protease inhibitors by stopping the liver from breaking them down too quickly, but it doesn't treat HIV by itself.	프로테아제 억제제인 다른 HIV 약물이 간에서 빠르게 대사 돼 파괴되는 것을 막아 프로테아제 억제제의 효과를 증가시켜줍니다. 하지만 *** 자체로는 HIV를 치료하지 못합니다.		
175	Codeine	2_검수(1차)	Treats mild to moderate pain.	경증부터 중등도의 통증을 완화시켜줍니다.	Codeine works well for mild to moderate pain, but it may not be an great option for all people.	***은 경증부터 중등도의 통증을 완화시켜주지만 모든 사람들에게 좋은 선택은 아닙니다.		비마약성 진통제로 조절되지 않는 경증부터 중등도 통증 완화에 효과적입니다. 마른 기침의 단기적인 완화에 사용할 수 있습니다.		***은 간 효소에 인해 활성형태로 바뀌는데 10%의 사람들은 이 효소를 가지고 있지 않아 통증이 충분히 완화되지 않습니다. 항우울제를 포함한 많은 약들과 상호작용을 일으킬 수 있습니다. 새로운 약을 복용하거나 기존의 약을 바꿀 경우 반드시 의사나 약사와 상의하십시오. ***보다 더 진통 효과가 강력한 진통제들이 있습니다. 내성이나 의존성이 생길 수 있습니다.변비를 일으킬 수 있기 때문에 충분한 양의 물을 섭취해야하며, 변비가 발생했을 경우 대변 유연제를 복용해야 할 수도 있습니다.	Codeine is an opiate agonist. It blocks pain receptors in the brain.	***은 마약성 진통제로 뇌의 통증 수용체를 차단하여 통증을 완화 합니다.		
176	Colchicine	2_검수(1차)	Prevents and treats gout.	통풍의 발작을 예방하고 치료합니다.	Colcrys (colchicine) is a second-choice treatment for gout attacks. Be careful how much you use since it can cause problems with your blood.	***은 통풍 발작의 치료에 쓰이는 효과적인 약물입니다. 장기간 복용시 골수저하, 무과립구증, 백혈구감소증, 재생불량성 빈혈, 저혈소판증 등의 혈액과 관련해 문제를 일으킬 수 있으므로 주의해야합니다.		***은 갑작스런 통풍 발작을 치료 해줍니다. 요산합성억제제(알로푸리놀, 페북소스타트)을 처음 복용하는 환자들의 통풍 발작을 예방하는데도 쓰입니다.식사 여부와 상관 없이 복용하면 됩니다.		***의 복용 후 구역, 구토, 설사가 나타날 수 있습니다.  새로운 혈구 생성 능력을 떨어뜨려 장기간 복용하면 골수저하, 무과립구증, 백혈구감소증, 재생불량성 빈혈, 저혈소판증 등의 혈액과 관련된 문제가 생길 수 있습니다. 출혈과 멍이 빈번히 발생하거나, 항상 피곤함을 느낀다면 담당의사에게 알리도록 합니다.  신장 이나 간에 문제가 있다면 복용량을 조절해야합니다. ***은 통풍 발작으로 인한 발적이나 부종을 줄여주지만 통증에는 효과가 없습니다. 통풍 발작을 멈추기 위해 ***을 복용하려면, 요산 수치가 안정화되고 난 후 3개월~6개월 까지만 복용할 수 있습니다.	Colcrys (colchicine) stops the redness and swelling in gout attacks by blocking the cells that cause inflammation from going to the affected joints.	***은 관절에 염증을 일으키는 세포의 작용을 억제해 통풍 발작으로 인한 발적(염증 부위 빨간 피부)과 부종을 멈춰줍니다.		
177	Colesevelam	2_검수(1차)	Lowers cholesterol and helps lower blood sugars.	콜레스테롤과 혈당을 낮춰줍니다.	Can be taken as a tablet or as a sprinkled packet that's mixed with water, juice, or diet soft drinks.|Welchol (colesevelam) may be a good option for people who have high cholesterol and diabetes.|Welchol (colesevelam) is another option for people that can't tolerate statin medications.|It's able to be used in children over the age of 10.	고콜레스테롤 혈증이나 당뇨가 있는 환자들에게 좋습니다. 스타틴계열 약물을 사용할 수 없는 환자들에게 좋습니다. 10세 이상의 어린이에게 사용할 수 있습니다.		고콜레스테롤 혈증이나 당뇨가 있는 환자들에게 좋습니다. 스타틴계열 약물을 사용할 수 없는 환자들에게 좋습니다.		***은 변비를 유발할 수 있습니다. 다른 약보다 콜레스테롤 저하 효과가 떨어집니다. 많은 약들과 상호작용하여 다른 약의 흡수를 저해시킵니다.일부 사람들의 중성지방을 증가시킬 수 있기때문에 피 검사를 받아야 할 수 있습니다.10세 미만의 어린이들에게 권장되지 않습니다.	Welchol (colesevelam) is a bile acid sequestrant that reduces the amount of cholesterol your body absorbs from food.	***은 담즘산 교환수지로 음식으로부터 흡수되는 콜레스테롤의 양을 줄여줍니다.		
178	Estrogens	2_검수(1차)	Relieves vaginal dryness and pain during sex due to menopause.	폐경으로 인한 질 건조 및 성교시 통증을 완화 해줍니다.	Premarin vaginal cream (conjugated estrogens) has less side-effects than estrogen pills, but only works for localized symptoms of menopause.	***은 에스트로겐 약보다 부작용이 적지만, 폐경기의 국소 증상에만 작용합니다.		질내에 국소적으로 작용하기때문에 에스트로겐 약보다 부작용이 적습니다. 폐경으로 인한 성교통 완화에 윤활제보다 효과가 좋습니다. 폐경으로 인한 성교통 완화에 일주일에 두 번 사용합니다.		***은 라텍스(고무)콘돔, 자궁경부 피임기구, 피임격막등을 약화시킬 수 있습니다. ***을 사용한 후 최대 72시간 까지는 성관계를 피하는 것이 좋습니다. ***은 자궁암의 위험을 증가시킬 수 있으므로 폐경전 여성은 ***의 단독 사용을 피해야합니다.	Premarin vaginal cream (conjugated estrogens) is an estrogen hormone, which restores function lost during menopause such as vaginal dryness.	***은 에스트로겐 호르몬으로 질건조와 같은 폐경기에 일어나는 증상들을 완화해줍니다.		
179	Crofelemer	2_검수(1차)	Relieves diarrhea in people with HIV.	HIV 환자의 설사를 완화시켜줍니다.	Mytesi (crofelemer) relieves diarrhea in people with HIV without interacting with HIV medications, but is brand only so it may be expensive.	***은 HIV 치료제와 상호작용 없이 HIV환자의 설사를 완화시켜줍니다.		다른 지사제와는 달리 변비를 일으키지 않습니다. 다른 지사제가 효과가 없을때 좋습니다. 다른 지사제는 하루에 3번 또는 4번 복용해야 하는 반면, ***은 하루에 두 번만 복용하면 됩니다.		HIV가 없을 경우 다른 지사제가 추천됩니다.	Mytesi (crofelemer) normalizes the flow of water in your intestines to stop dehydration caused by diarrhea.	***은 설사로 인한 탈수를 막기 위해 장내 수분의 흐름을 정상화시켜줍니다.		
180	Cyclobenzaprine	2_검수(1차)	Relaxes your muscles.	근육을 이완시켜 줍니다.	Flexeril (cyclobenzaprine) is widely used to treat muscle spasms and is available as a generic, but it shouldn't be used long-term.	***은 근육 경련 치료를 위해 일반적으로 많이 사용되는 약이지만 장기간 사용할 수 없습니다.		근육 경련과 관련된 통증을 완화시켜줍니다. 의사와 상의 하에 임부도 사용할 수 있습니다.		어지러움이나 졸음을 일으킬 수 있습니다. 장기간 사용할 수 없습니다. 고령자, 녹내장 환자, 심장질환(심장 박동 문제나 심부전이 있거나 최근에 심장마비를 겪은 경우) 환자에게는 추천되지 않습니다.구강건조를 일으킬 수 있습니다. 뇌나 척추 부상으로 인한 근육 경련에는 효과적이지 않습니다.	Flexeril (cyclobenzaprine) is a muscle relaxer. It works in the brain to help calm down muscle spasms without interfering with normal muscle function.	***은 근육이완제 입니다. 뇌에 작용하여 정상적인 근육 기능의 방해 없이 근육 경련을 완화시켜줍니다.		
181	Cyclophosphamide	2_검수(1차)	Treats various cancers and kidney disorders.	다양한 종류의 암과 신장 질환을 치료합니다.	As with all chemotherapy, Cytoxan (cyclophosphamide) has many side effects but is also very effective against different cancers.	모든 화학항암제와 마찬가지로 ***도 많은 부작용을 지니지만 다양한 종류의 암에 매우 효과적입니다.		다른 약물과의 병용 또는 단독으로 혈액암이나 미세변화신증후군으로 알려진 신장질환을 치료하는데 효과적 입니다. ***은 가장 많이 알려진 항암제중 하나입니다.		***은 신장에 심각한 손상을 일으킬 수 있습니다.***은 몸의 다양한 부위에 부작용을 일으킬 수 있습니다.***은 다른 화학항암제에 비해 메스꺼움이나 구토의 부작용이 더 큽니다. ***은 불임을 유발할 수 있습니다.	Cytoxan (cyclophosphamide) works by stopping cancer cells from multiplying.	***은 암세포가 증식하는 것을 억제합니다.		
182	Cyclosporine	2_검수(1차)	Suppresses the immune system.	면역시스템을 억제해줍니다.	Neoral (cyclosporine) is good at preventing rejection of a transplanted organ, and is also used for treating rheumatoid arthritis and psoriasis.	***은 장기이식거부반응을 예방하는데 효과적이며, 류마티스 관절염 및 건선치료에도 사용됩니다.		***은 임부에게 안전합니다. ***은 동일한 계열의 약물보다 혈당 수치에 미치는 영향이 적습니다.		***이 몸에 미치는 부정적인 영향을 파악하기 위해 정기적인 혈액검사가 필요합니다.***은 고혈압을 일으키거나 신장손상을 일으킬 수 있으며, 평생 복용하는 경우 이러한 위험이 더 높아집니다. ***을 복용하는 동안 혈압조절을 위해 다른 약을 병용해야 할 수도 있습니다.	Neoral (cyclosporine) is an immunosuppresant that lowers your immune system activity, so your body doesn't reject a transplanted organ. It also lowers inflammation in the body.	***은 면역억제제로 면역계 활동을 저하시켜 장기이식거부를 막아주고 염증을 낮춰줍니다.		
183	Dalbavancin	2_검수(1차)	Treats bacterial skin infections.	피부의 세균감염증을 치료해줍니다.	Dalvance (dalbavancin) is an injectable antibiotic that's given as 1 or 2 doses for skin infections.	***는 피부 세균감염증을 치료하기 위해 주사로 1~2회 투여되는 항생제입니다.		***는 1회 30분 주사로 특정 세균 피부감염증을 치료하는 유일한 항생제입니다.*** 투여 시 많은 양의 액체가 들어가지 않아 심부전 및 기타 심혈관계에 문제가 있는 환자들에게 영향이 적습니다.*** 투여 후 약의 혈중 농도를 확인하기 위한 혈액검사를 진행할 필요가 없습니다.		***는 주사제로만 제공됩니다.너무 빠른 속도로 투여한다면(30분 이내), 이상반응(안면홍조, 간지러움, 발진)이 일어날 수 있습니다.	Dalvance (dalbavancin) is an antibacterial. It kills bacteria by preventing them from making their own protective covering.	***은 항균제로써, 세균이 방어막을 형성하는 것을 막아 세균을 죽입니다.		
184	Dalfampridine	2_검수(1차)	Improves walking in patients with MS (multiple sclerosis).	다발성 경화증 환자가 잘 걸을 수 있게 해줍니다.	Ampyra (dalfampridine) is an oral drug for people with difficulty walking due to MS, but may not work for everyone.	다발성 경화증 때문에 걷는데 어려움을 느끼는 환자들을 위한 먹는 약이지만, 모든 사람에게 약효가 있지는 않을 수 있습니다.		다발성 경화증 환자가 잘 걷게 해주는 것으로 증명된 유일한 처방약입니다.***는 음식과 함께 먹어도 되고 함께 먹지 않아도 됩니다.		어떤 사람에게는 약효가 있지만 어떤 사람에게는 약효가 없습니다.***는 다발성 경화증의 진행을 늦추거나 막지는 않습니다.	Ampyra (dalfampridine) is believed to enhance conduction of your nerve fibers.	***는 신경 섬유 전도를 향상시키는 것으로 알려져 있습니다.		
185	Dantrolene	2_검수(1차)	Relaxes your muscles.	근육의 경직을 이완시켜 줍니다.	Dantrium (dantrolene) effectively treats malignant hyperthermia (increased temperature and muscle contractions when receiving anesthesia) and is the only medicine used to treat the condition. Dantrium (dantrolene) is not a first-choice treatment for general muscle spasms because it can damage your liver.	악성 고체온증(마취시 체온이 상승하고 근육이 수축하는 현상) 치료에 효과적인 유일한 약입니다.  간 손상을 일으킬 수 있기 때문에 일반적으로 근육 경련에 1차 치료제로 사용되지는 않습니다.		악성 고체온증을 효과적으로 치료합니다.다른 약이 효과가 없는 근육 경련에 사용할 수 있습니다.		간손상을 일으킬 수 있으므로 근육경련에 1차치료제로 사용되지 않습니다.어지러움, 졸림, 때때로 심각한 설사를 일으킬 수 있습니다. 간손상을 일으킬 수 있으므로 정기적인 혈액검사가 필요합니다. 부작용을 최소화 하기 위해 용량을 서서히 늘려야합니다.	Dantrium (dantrolene) stops spasms and relaxes muscle cells by interfering with the release of calcium inside muscle cells.	근육 세포 내부의 칼슘 방출을 억제하여 근육 경련을 멈추고 근육을 이완시켜줍니다.		
186	Dapagliflozin	2_검수(1차)	Lowers blood sugar.	혈당을 낮춰줍니다.	Farxiga (dapagliflozin) can be used together with other diabetes medicines to help lower your blood sugar, but it can be expensive because it's brand name.	다른 당뇨병 치료제와 함께 사용하여 혈당을 더욱 낮추는데 사용됩니다.		당화혈색소(A1c: 혈당의 평균적인 수치)를 1% 가량 낮추어줍니다.체중을 감량하는데 도움이 될 수 있습니다.저혈당증의 위험이 다른 당뇨병약에 비해 낮습니다.		다른 당뇨병약에 비해 혈당을 낮추는 능력이 작기 때문에 1차 치료제로는 사용되지 않습니다.요로감염 및 성기의 진균감염 위험성이 높습니다.유사한 당뇨병약들처럼 콜레스테롤 수치를 높혀 심혈관계 질환의 위험성이 있습니다.술을 자주 마시는 분들에게는 좋지 않은 선택지입니다.	Farxiga (dapagliflozin) is an anti-diabetes medication. It lowers blood sugar by causing your body to get rid of sugar in your urine.	***는 당뇨병 치료제입니다. 혈액의 당분이 소변으로 나가도록 유도하여 혈당을 낮추어줍니다.		
187	Dapsone	2_검수(1차)	Treats acne.	여드름을 치료합니다.	Aczone (dapsone) is a highly safe and effective topical treatment for moderate to severe forms of acne, but may be expensive.	***은 중등도~ 중증의 여드름에 매우 안전하며 효과적인 국소외용제입니다.		국소 외용제이므로 안전하고 사용이 편리합니다. 부작용이 적습니다. 하루에 한 번 또는 두번 사용할 수 있습니다.		특정 약물을 복용중이거나 특정 혈액 상태를 지니고 있다면 추천되지 않습니다. 효과가 나타나는데 최대 12주 가량 소요됩니다.	Aczone (dapsone) is an antibiotic. It is unknown how it helps with acne, but it likely lowers the amount of acne-causing bacteria on the skin.	***은 항생제입니다. 어떻게 여드름을 치료하는지 정확한 기전이 밝혀지지 않았지만 피부의 여드름을 유발하는 세균을 줄여주는 것으로 보입니다.		
188	Daptomycin	2_검수(1차)	Treats bacterial infections.	세균 감염을 치료합니다.	Cubicin (daptomycin) is an antibiotic that's usually only given in the hospital for serious infections. It can be given at home, but you will have to be taught how to inject it correctly.	***은 심각한 감염 치료에 병원에서 사용되는 항생제입니다.		***은 심각한 복합성 세균감염을 치료하는데 효과적입니다. 다른 항생제에 내성이 있는 세균을 사멸시킬수 있습니다. 대부분의 사람들에게 부작용이 적습니다. 하루에 한 번만 복용하면 됩니다.		***은 일반적으로 다른 항생제에 반응하지않는 심각한 감염에만 사용됩니다. ***은 근육통과 근육약화를 일으켜 신장 질환을 유발할 수 있습니다. ***을 복용하는 동안 더 많은 혈액검사를 받아야 합니다.	Cubicin (daptomycin) is an antibacterial. It kills bacteria by preventing them from making their own DNA, RNA, and proteins they need to survive.	***은 항생제로 세균의 생존에 필요한 DNA, RNA 및 단백질 생성을 억제하여 세균을 사멸시킵니다.		
189	Darbepoetin Α	2_검수(1차)	Treats anemia.	빈혈을 치료해줍니다.	Aranesp (darbepoetin alfa) is effective at treating low red blood cell count, but it might cause tumor growth and raise risk of blood clots.	***은 적혈구 수가 적은 빈혈에 효과적이지만 암세포를 자라게 하거나 혈전 생성의 위험을 높일 수 있습니다.		다른 빈혈 치료제에 반응 하지 않는 암환자나 신장질환을 가지고 있는 빈혈 환자에게 좋은 선택입니다. 다른 약물에 비해 주사횟수가 적습니다. 다른 약물과는 달리 알부민을 함유하지 않기 때문에 알러지 반응을 일으킬 가능성이 낮습니다.		생명을 위협할 수 있는 혈전등 많은 심각한 부작용을 지니고 있습니다. 주사제로만 이용가능합니다. 혈액을 지속적으로 모니터링해야합니다. 복용을 시작하기 전에 혈액속에 충분한 양의 철분을 지니고 있어야 합니다. 연구를 통해 대조군과 비교하여 삶의 질이나 생존률을 개선하지 않는다는 것이 밝혀졌습니다.	Aranesp (darbepoetin alfa) is a hematopoietic agent. It helps your body produce more red blood cells by increasing the number of premature red blood cells.	***은 조혈제로 미성숙 적혈구 세포의 수를 늘려줌으로써, 우리 몸이 더 많은 수의 미성숙 적혈구를 만들수 있도록 도와줍니다.		
190	Darifenacin	2_검수(1차)	Treats overactive bladder.	과민성 방광 치료에 사용합니다.	Enablex (darifenacin) is a good treatment for overactive bladder if exercises and other methods haven't worked.	***은 운동이나 다른 방법들로 효과를 보지 못한 과민성 방광에 효과적인 약입니다.		***은  요의(소변이 마려운 느낌)를 줄여주고 배뇨를 원활하게 도와줘 과민성 방광 치료에 효과적입니다. ***은 하루에 한 번만 복용해도 됩니다.		***은 운동이나 방광훈련, 생활습관 변화등으로 과민성 방광이 개선되지 않을경우에만 추천됩니다.***은 졸림, 어지러움을 일으킬 수 있어 낙상 위험이 높아 질 수 있습니다. ***은 심한 입마름, 눈 건조, 변비를 일으킬 수 있습니다.65세 이상 고령자에게 추천되지 않습니다.조절되지 않는 협우각 녹내장을 앓고 있다면 ***을 복용해선 안됩니다.	Enablex (darifenacin) is an antimuscarinic. It helps people control the urge to urinate by relaxing the bladder muscles and stopping them from spasming.	***은 항무스카린 제제 입니다. 방광 근육을 완화시키고 수축하는것을 막아 요의(소변이 마려운 느낌)를 줄여줍니다.		
191	Darunavir	2_검수(1차)	Treats HIV infection.	HIV 감염을 치료합니다.	Prezista (darunavir) is one of the first-choices for treatment of HIV because it has fewer side-effects compared to other medicines that work like it.	다른 약들에 비해 부작용이 적으므로 HIV 감염에 1차적으로 사용됩니다.		새롭게 진단 받은 HIV 치료에 좋습니다. 사고로 인해 바늘을 통해 HIV 에 감염 되었을 때 다른 HIV 치료제와 병용하여 사용할 수 있습니다.		N다른 HIV 치료제와 함께 사용해야 합니다. HIV에 감염된지 오래된 환자에게는 효과가 없습니다.콜레스테롤과 혈당수치에 영향을 줄 수 있습니다.	Prezista (darunavir) is a protease inhibitor, which prevents maturation of new HIV virion.	***는 프로테아제 억제제로써 새로운 HIV 비리온(성숙한 바이러스입자)가 형성되는 것을 억제합니다.		
